Sentence_ID,Source,Sentences,Labels,Entities,SentFIN_ID,Word Count
775,Financial Phrasebank,Performance in the second half of 2009 exceeded expectations .,2,,,
776,Financial Phrasebank,Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,2,,,
777,Financial Phrasebank,"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",2,,,
778,Financial Phrasebank,"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",2,,,
779,Financial Phrasebank,Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,2,,,
780,Financial Phrasebank,Talvivaara also maintains its assumption of turning cash flow positive before the year end .,2,,,
781,Financial Phrasebank,"Thanksto improvements in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have substantiallyimproved . ''",2,,,
782,Financial Phrasebank,The acquisition is expected to improve access to chrome ore resources in Turkey .,2,,,
783,Financial Phrasebank,The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,2,,,
784,Financial Phrasebank,"The company estimates that the trend in demand for sports equipment will be steady in 2006 , '' Amer 's report said .",2,,,
785,Financial Phrasebank,The estimated synergy benefits are at least EUR7m annually .,2,,,
786,Financial Phrasebank,The goal will be achieved via organic growth possibly supplemented by acquisitions .,1,,,
787,Financial Phrasebank,The objective of the planned measures is to achieve significant savings in the next few years .,2,,,
788,Financial Phrasebank,The rebuilds are designed to improve the machines ' performance and product quality .,2,,,
789,Financial Phrasebank,"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",2,,,
790,Financial Phrasebank,"When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",2,,,
791,Financial Phrasebank,"` This is a repeat order to follow successfully installed 159 elevators in the same Delhi metro system , ' Kone spokeswoman told Thomson Financial News .",2,,,
792,Financial Phrasebank,"`` Our customers now have the chance to make bookings for all the services they want at one location , '' said Mikko Tuomainen , in-charge of Finnair 's Internet ( sales ) .",2,,,
793,Financial Phrasebank,`` Stonesoft sees great promise in the future of IPv6 .,2,,,
794,Financial Phrasebank,`` The combined activities will create value for shareholders and be good for our employees and customers .,2,,,
795,Financial Phrasebank,`` The trend in the sports and leisure markets was favorable in the first months of the year .,2,,,
796,Financial Phrasebank,"`` We continued actively to focus R&D and to position our offering away from point solutions towards dynamic end-to-end solutions , '' Ervio stated .",2,,,
797,Financial Phrasebank,16 February 2011 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will deliver minerals processing equipment and basic engineering to Canadian miner Northland Resources ( OSL : NAUR ) ( TSE : NAU ) .,2,,,
798,Financial Phrasebank,27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,2,,,
799,Financial Phrasebank,"According to Finnish pension insurance company Varma , Varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",2,,,
800,Financial Phrasebank,Finnish construction group Lemmink+ñinen has been awarded two road building contracts by the Lithuanian transport administration .,2,,,
801,Financial Phrasebank,"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany .",2,,,
802,Financial Phrasebank,"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",2,,,
803,Financial Phrasebank,Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,2,,,
804,Financial Phrasebank,"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",2,,,
805,Financial Phrasebank,"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China .",2,,,
806,Financial Phrasebank,Finnish Outokumpu Technology has been awarded several new grinding technology contracts .,2,,,
807,Financial Phrasebank,Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,2,,,
808,Financial Phrasebank,"Lule+Ñ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres .",2,,,
809,Financial Phrasebank,"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .",2,,,
810,Financial Phrasebank,"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",2,,,
811,Financial Phrasebank,"According to CEO Kai Telanne , the company 's newspapers achieved the best financial result ever .",2,,,
812,Financial Phrasebank,"According to Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel Hilton for 120 rooms .",2,,,
813,Financial Phrasebank,"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",2,,,
814,Financial Phrasebank,"According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to be a successful strategy .",2,,,
815,Financial Phrasebank,"According to Schmardin , Nordea will most likely try to win customers over from other pension fund providers .",2,,,
816,Financial Phrasebank,"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years .",2,,,
817,Financial Phrasebank,"Adanac Molybdenum of Canada has ordered grinding technology for its molybdenum project in British Columbia , Canada , while Shalkiya Zinc of Kazakhstan has awarded a contract for grinding technology for the Shalkiya zinc-lead project in Kazakhstan .",2,,,
818,Financial Phrasebank,All of Raisio 's divisions recorded an operating profit .,2,,,
819,Financial Phrasebank,"An estimated 30 pct of mobile calls are made from the home , and France Telecom hopes that 15 pct of its Orange clients will sign up for the service by the end of 2008 .",1,,,
820,Financial Phrasebank,"And the broker repeated its ` buy ' rating , based on expectations that current restructuring will lead to a clear improvement in performance in Europe in 2007 .",2,,,
821,Financial Phrasebank,"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",2,,,
822,Financial Phrasebank,"As a domestic business , Best-In is already close to Finnish dog owners .",2,,,
823,Financial Phrasebank,"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .",2,,,
824,Financial Phrasebank,Cash flow from operating activities is estimated to be positive .,2,,,
825,Financial Phrasebank,Cision says the sale will return its U.K. operation to profitability .,2,,,
826,Financial Phrasebank,"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",2,,,
827,Financial Phrasebank,"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been selected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",2,,,
828,Financial Phrasebank,"Department store sales improved by 14 % to EUR 1,070.6 mn .",2,,,
829,Financial Phrasebank,DMASIA-16 August 2006-Benefon extends manufacturing capability with ASMobile -® 2006 Digitalmediaasia.com & DMA Ltd. .,2,,,
830,Financial Phrasebank,"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",2,,,
831,Financial Phrasebank,"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",2,,,
832,Financial Phrasebank,"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",2,,,
833,Financial Phrasebank,"Finnish financial solutions developer Basware Corporation ( OMX Helsinki BAS1V ) said on Tuesday ( 23 September ) that it will deliver a complete Invoice Automation solution to a large US engineering , construction and technical services organization .",2,,,
834,Financial Phrasebank,Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,2,,,
835,Financial Phrasebank,Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .,2,,,
836,Financial Phrasebank,"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",2,,,
837,Financial Phrasebank,"Fiskars has a strong portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .",2,,,
838,Financial Phrasebank,"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .",2,,,
839,Financial Phrasebank,"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .",2,,,
840,Financial Phrasebank,"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .",2,,,
841,Financial Phrasebank,Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,2,,,
